Report Number,Street Prefix,Street Name,Street Suffix,Intersecting Block Number,Intersecting Street Prefix,Intersecting Street Name,Intersecting Street Suffix,Street Description,At An Intersection,Intersecting Street Description,Crash Date/Time,Fatality,Hit And Run,Location
18-91654,W,BELKNAP,ST,100,N,HOUSTON,ST,,TRUE,,10/12/2018 12:38,FALSE,FALSE,"(32.7576, -97.33379)"
18-91666,E,LONG,AVE,3600,N,SYLVANIA,AVE,,FALSE,,10/12/2018 13:15,FALSE,FALSE,"(32.80932, -97.3154)"
18-90824,,HWY 360,,14700,,FAA,,,FALSE,,10/9/2018 16:30,FALSE,FALSE,"(0, 0)"
18-91422,W,RISINGER,RD,8600,,GARDEN SPRINGS,DR,,TRUE,,10/11/2018 16:27,FALSE,FALSE,"(32.61644, -97.38114)"
18-92183,,LAS VEGAS,TRL,8600,,CALMONT,AVE,,FALSE,,10/13/2018 20:00,FALSE,TRUE,"(32.73443, -97.46658)"
18-92172,S,UNIVERSITY,DR,2900,,BENBROOK,BLVD,,FALSE,,10/14/2018 10:10,FALSE,TRUE,"(32.703, -97.36043)"
18-91934,,WEST,FWY,2600,,ALTA MERE,DR,,FALSE,,10/13/2018 13:10,FALSE,FALSE,"(32.73608, -97.43755)"
18-91911,,SOUTHWEST LOOP 820,FWY,4400,S,HULEN,ST,,FALSE,,10/13/2018 10:27,FALSE,FALSE,"(32.67564, -97.38129)"
18-92182,,GENDY,ST,3500,,HARLEY,AVE,,FALSE,,10/14/2018 10:50,FALSE,FALSE,"(32.74352, -97.36842)"
18-91904,,WEST,FWY,2576,,CHERRY,LN,,FALSE,,10/13/2018 10:02,FALSE,FALSE,"(32.73808, -97.44862)"
18-91188,,OAKMONT,BLVD,6000,,OAKMONT,TRL,,TRUE,,10/10/2018 19:31,FALSE,FALSE,"(32.66294, -97.40719)"
18-91124,,GOLDEN TRIANGLE,BLVD,0,,PARK VISTA,BLVD,,TRUE,,10/10/2018 16:05,FALSE,FALSE,"(32.9324, -97.2701)"
18-91155,,NORTH,FWY,3100,,WESTERN CENTER,BLVD,,FALSE,,10/10/2018 17:15,FALSE,FALSE,"(32.85053, -97.31296)"
18-91202,,ALTAMESA,BLVD,7100,,BRYANT IRVIN,RD,,FALSE,,10/10/2018 20:14,FALSE,FALSE,"(32.6461, -97.432)"
18-91263,N,FREEWAY,,3000,,GOLDEN TRIANGLE,BLVD,,FALSE,,10/11/2018 6:25,FALSE,FALSE,"(0, 0)"
180091392,NW,28TH,ST,2800,N,MAIN,ST,,TRUE,,10/11/2018 15:00,FALSE,TRUE,"(32.79524, -97.34972)"
18-90969,E,LANCASTER,AVE,2300,,CEDAR,ST,4 LANE LOCAL ROAD,FALSE,2 LANE SIDE STREET,10/10/2018 6:50,FALSE,FALSE,"(32.74674, -97.34025)"
18-91262,E,IH 20,,5800,,GATEWAY,DR,,FALSE,,10/11/2018 2:50,FALSE,FALSE,"(32.84962, -97.3159)"
18-91608,,QUEBEC,ST,6500,NW,LOOP 820,,,TRUE,,10/12/2018 9:46,FALSE,FALSE,"(32.80394, -97.4261)"
18-92353,E,BUTLER,ST,3700,S,JONES,ST,PAVED ROAD,FALSE,PAVED ROAD,10/15/2018 8:00,FALSE,FALSE,"(32.69345, -97.32279)"
18-92654,,SOUTH,FWY,118,,ALTAMESA,BLVD,,FALSE,,10/16/2018 8:10,FALSE,FALSE,"(32.65526, -97.32141)"
18-91815,,SOUTHWEST FRWY,FWY,4500,,BRYANT IRVIN,RD,,FALSE,,10/12/2018 22:20,FALSE,FALSE,"(0, 0)"
18-92664,,HANNA RANCH,BLVD,7900,,FAIR GROUNDS,LN,,TRUE,,10/16/2018 7:33,FALSE,FALSE,"(32.63763, -97.27317)"
18-92485,,RIVERSIDE,DR,1600,S,SYLVANIA,AVE,,TRUE,,10/15/2018 16:37,FALSE,FALSE,"(32.72786, -97.30321)"
18-92386,,MONARCH,DR,4501,,REGALRIDGE,DR,PAVED PARKING LOT,TRUE,PAVED PARKING LOT,10/15/2018 9:00,FALSE,FALSE,"(32.68307, -97.29696)"
18-92410,W,SEMINARY,DR,4300,,WILLIAM FLEMING,CT,,TRUE,,10/15/2018 12:32,FALSE,FALSE,"(32.68456, -97.34943)"
18-90569,,STATE HWY 199,HWY,4300,,SURFSIDE DR N,DR,,TRUE,,10/8/2018 18:18,FALSE,FALSE,"(0, 0)"
18-91865,,NECHES,ST,3700,,GROVER,ST,,FALSE,,10/14/2018 3:29,FALSE,TRUE,"(32.81117, -97.32778)"
18-91277,E,LANCASTER,AVE,2300,,RIVERSIDE,DR,2 WAY DIVIDED,TRUE,,10/11/2018 7:20,FALSE,FALSE,"(32.74681, -97.34741)"
18-91270,,SPUR 280,,1800,,I.M. TERRELL,WAY,,FALSE,,10/11/2018 6:49,FALSE,FALSE,"(32.75655, -97.32063)"
18-90449,,HWY 183,HWY,4900,,AMON CARTER,BLVD,,FALSE,,10/8/2018 15:22,FALSE,FALSE,"(0, 0)"
18-90688,,SUFFOLK,DR,4100,,GRANDURY,RD,,TRUE,,10/9/2018 8:15,FALSE,FALSE,"(32.68924, -97.36653)"
18-91329,NE,LOOP 820,LOOP,4900,,LOW IRON CROSSING,DR,,FALSE,,10/11/2018 10:40,FALSE,FALSE,"(32.84033, -97.35361)"
18-90672,,QUEBEC,ST,6500,NW,LOOP 820,,,TRUE,,10/9/2018 7:54,FALSE,FALSE,"(32.80394, -97.4261)"
18-91278,,NORTH SOUTH,FWY,1700,E,4TH,ST,,FALSE,INTERSTATE,10/11/2018 7:42,FALSE,FALSE,"(32.75724, -97.31909)"
18-90676,,RICKENBACKER,PL,2300,,FLEMMING,DR,,FALSE,,10/9/2018 8:00,FALSE,TRUE,"(32.72203, -97.23059)"
18-91343,E,DAGGETT,AVE,125,S,MAIN,ST,,FALSE,,10/11/2018 11:25,FALSE,TRUE,"(32.7425, -97.32547)"
18-92016,,HEMPHILL,ST,1000,,ALTAMESA,BLVD,,TRUE,,10/13/2018 19:49,FALSE,FALSE,"(32.6492, -97.33521)"
18-91314,E,ROSEDALE,ST,1000,,CRAWFORD,ST,,FALSE,LOCAL,10/11/2018 9:18,FALSE,FALSE,"(32.73312, -97.32769)"
18-90668,,MC CART,AVE,2300,W,SEMINARY,DR,,FALSE,,10/9/2018 7:40,FALSE,FALSE,"(32.6843, -97.35299)"
18-90686,E,LOOP 820 SOUTH,,5400,,SUN VALLEY,DR,,FALSE,,10/9/2018 8:20,FALSE,TRUE,"(0, 0)"
18-90690,,IH30 EB US287 SB RAMP,RAMP,600,E,EAST FWY,FWY,,FALSE,,10/9/2018 9:00,FALSE,FALSE,"(32.74737, -97.31032)"
18-90479,,CALMONT,AVE,2800,,MARQUITA,DR,,TRUE,,10/8/2018 15:50,FALSE,FALSE,"(32.73396, -97.4442)"
18-90230,,SOUTH,FWY,800,E,ALLEN,AVE,,FALSE,,10/7/2018 19:40,FALSE,FALSE,"(32.71989, -97.32068)"
18-90658,,EAST LOOP 820 SOUTH N/B,,0,,6100 TRUMAN ST,,,FALSE,,10/9/2018 7:10,FALSE,FALSE,"(0, 0)"
18-92068,,US 287,HWY,9900,,BLUE MOUND,DR,,FALSE,,10/13/2018 0:05,FALSE,TRUE,"(32.91115, -97.3444)"
18-92345,,MEADOWBROOK,DR,2300,,POLLARD,ST,,TRUE,,10/15/2018 7:20,FALSE,FALSE,"(32.74608, -97.2264)"
18-91353,S,HULEN,ST,6100,,WINIFRED,DR,,TRUE,,10/11/2018 11:30,FALSE,FALSE,"(32.65772, -97.39629)"
18-92566,NW,HIGHWAY 287,,200,E,BONDS RANCH,RD,,FALSE,,10/15/2018 20:26,FALSE,FALSE,"(32.91609, -97.34963)"
18-92602,,NORTH FREEWAY NB,,2537,,NE 28TH,ST,,FALSE,,10/16/2018 0:15,FALSE,FALSE,"(0, 0)"
18-91360,E,BELKNAP,ST,400,N,SYLVANIA,AVE,,FALSE,,10/11/2018 12:25,FALSE,FALSE,"(32.7692, -97.30986)"
18-90710,,EAST,FWY,2800,,BEACH IH 30 EB,RAMP,,TRUE,,10/9/2018 9:50,FALSE,FALSE,"(32.74964, -97.2872)"
18-90707,W,FREEWAY,,3600,,LINKCREST,DR,,FALSE,,10/9/2018 10:03,FALSE,FALSE,"(32.72089, -97.53049)"
18-90251,,OLD HEMPHILL,RD,100,,ALTAMESA,BLVD,,FALSE,,10/7/2018 19:45,FALSE,TRUE,"(32.65891, -97.32364)"
18-92166,E,BERRY,ST,3300,,BISHOP,ST,,TRUE,,10/14/2018 9:45,FALSE,FALSE,"(32.70599, -97.36424)"
18-90737,S,US HWY 287,HWY,2100,E,MADDOX,AVE,,FALSE,,10/9/2018 11:53,FALSE,FALSE,"(32.72674, -97.2982)"
18-90820,,GRAFTON,ST,1900,,BOMAR,AVE,,TRUE,,10/9/2018 13:30,FALSE,TRUE,"(32.74664, -97.30075)"
18-89958,NE,28TH,ST,2898,NE,NORTH FREEWAY,RAMP,,TRUE,,10/6/2018 18:20,FALSE,FALSE,"(32.79703, -97.37375)"
18-90726,,NORTH,FWY,7700,,US HWY 287 NB IH 35W NB,RAMP,,FALSE,,10/9/2018 10:42,FALSE,FALSE,"(32.88112, -97.31738)"
18-90708,,820 EAST,LOOP,6000,,CRAIG,ST,,FALSE,INTERSTATE,10/9/2018 10:06,FALSE,FALSE,"(32.74292, -97.22526)"
18-90751,,OLD DECATUR,RD,1200,,SKILLET,LN,,FALSE,,10/9/2018 12:36,FALSE,FALSE,"(32.84594, -97.38504)"
18-91633,,BRYANT IRVIN,RD,7900,,DUTCH BRANCH,RD,,TRUE,,10/12/2018 10:55,FALSE,FALSE,"(32.64922, -97.42917)"
18-92714,,IH 30,,131,,CROSSOVER,,,FALSE,,10/16/2018 12:15,FALSE,FALSE,"(32.81467, -97.12495)"
18-90778,,RAMEY,AVE,2600,,LUCAS,DR,,FALSE,,10/9/2018 13:45,FALSE,TRUE,"(32.72048, -97.22676)"
18-90417,N,NORTH FREEWAY,FWY,0,,,,,FALSE,,10/8/2018 12:05,FALSE,FALSE,"(0, 0)"
18-90504,S,HULEN SB,ST,4800,,OVERTON,PLZ,,TRUE,,10/8/2018 16:50,FALSE,FALSE,"(32.68528, -97.39246)"
18-92337,,HEMPHILL,ST,700,W,BUTLER,ST,,FALSE,,10/15/2018 4:53,FALSE,FALSE,"(32.69467, -97.33171)"
18-90333,N,I35,FWY,2500,,GREAT SOUTHWEST,PKWY,,FALSE,,10/8/2018 6:33,FALSE,FALSE,"(32.8346, -97.50795)"
18-91686,,NORTH,FWY,2500,,NORTHEAST LOOP 820,FWY,EXIT RAMP,FALSE,ON RAMP,10/12/2018 13:58,FALSE,FALSE,"(32.83761, -97.31153)"
18-91679,,GRANITE CREEK,DR,6300,,BOAT CLUB,RD,,TRUE,,10/12/2018 13:38,FALSE,TRUE,"(32.84859, -97.42328)"
18-92261,,STATE HWY 183 EB AMON CARTER,RAMP,120,,STATE HWY 183 EB AIRPORT EB,RAMP,,FALSE,,10/14/2018 18:40,FALSE,FALSE,"(32.83777, -97.05584)"
18-91982,E,IH 20,,5400,,SUN VALLEY,DR,,FALSE,,10/13/2018 16:19,FALSE,FALSE,"(32.84962, -97.3159)"
180092350,NE,LOOP 820,LOOP,0,,MARK IV,PKWY,,FALSE,,10/15/2018 7:37,FALSE,FALSE,"(32.83855, -97.32483)"
18-91748,,IH 35W SB IH 30 EB,RAMP,1100,,SPUR 280,,,FALSE,,10/12/2018 18:05,FALSE,FALSE,"(32.75637, -97.31941)"
18-89355,,HWY 183,HWY,4900,,AMERICAN,BLVD,,FALSE,,10/4/2018 17:41,FALSE,FALSE,"(0, 0)"
18-91374,,MC CART,AVE,2400,W,CANTEY,ST,,TRUE,,10/11/2018 13:39,FALSE,FALSE,"(0, 0)"
18-89645,,SOUTHWEST LOOP,FWY,4500,,BRYANT IRVIN,RD,SERVICE ROAD,TRUE,CITY STREET,10/5/2018 15:30,FALSE,TRUE,"(0, 0)"
18-88802,,OAKMONT,BLVD,5900,S,HULEN,ST,,FALSE,,10/3/2018 19:30,FALSE,TRUE,"(32.66293, -97.40432)"
18-88990,,THROCKMORTON,ST,200,W,5TH,ST,PAVEMENT,TRUE,PAVEMENT,10/3/2018 16:00,FALSE,FALSE,"(32.75283, -97.33213)"
180092366,N,FREEWAY,,2500,NE,28TH,ST,,FALSE,,10/15/2018 4:10,FALSE,FALSE,"(32.79945, -97.32094)"
18-89567,,HEMPHILL,ST,600,W,ALLEN,AVE,,TRUE,,10/5/2018 13:39,FALSE,TRUE,"(32.72565, -97.33159)"
18-89725,E,BELKNAP,ST,0,,WEATHERFORD,ST,,TRUE,,10/5/2018 20:19,FALSE,FALSE,"(32.76612, -97.31762)"
18-91924,NW,LOOP 820/JIM WRIGHT,FWY,7900,,CAHOBA,DR,FWY,FALSE,LR,10/13/2018 12:22,FALSE,FALSE,"(0, 0)"
18-92049,E,BELKNAP,ST,2501,,TERRANCE,ST,CONCRETE,FALSE,CONCRETE,10/13/2018 8:15,FALSE,TRUE,"(32.7692, -97.30986)"
18-92005,,JACKSBORO,HWY,300,,SCOTLAND,AVE,,FALSE,,10/13/2018 18:40,FALSE,TRUE,"(32.85787, -97.51633)"
18-92371,,FOREST HILL,DR,3373,,BONAVENTURE,BLVD,,FALSE,,10/16/2018 9:26,FALSE,FALSE,"(32.64399, -97.26992)"
18-92349,E,ROSEDALE,ST,1000,,HANDLEY,DR,LOCAL ROAD,TRUE,LOCAL ROAD,10/15/2018 7:20,FALSE,TRUE,"(32.73083, -97.21821)"
18-91841,W,ALLEN,AVE,1700,,ST LOUIS,AVE,,TRUE,,10/13/2018 1:00,FALSE,TRUE,"(32.72598, -97.3244)"
18-91836,,EAST LOOP 820 NB SR,,6100,E,LANCASTER,AVE,,FALSE,,10/13/2018 0:50,FALSE,FALSE,"(32.7349, -97.2249)"
18-89942,N,RIVERSIDE,DR,3101,NE,28TH,ST,,TRUE,,10/6/2018 18:10,FALSE,TRUE,"(32.72108, -97.30435)"
18-91073,,HEMPHILL,ST,300,W,RENDON CROWLEY,RD,,TRUE,,10/10/2018 13:30,FALSE,FALSE,"(32.57878, -97.3287)"
18-90126,E,EAST,FWY,1600,N,POLY,FWY,,TRUE,,10/7/2018 11:29,FALSE,FALSE,"(32.74773, -97.31108)"
18-92823,,WEST,FWY,1700,,WEST LOOP 820 SOUTH,,,FALSE,,10/16/2018 17:30,FALSE,FALSE,"(32.73826, -97.48158)"
18-90004,NE,28TH,ST,2800,,DEEN,DR,,TRUE,,10/6/2018 21:35,FALSE,FALSE,"(32.79703, -97.37375)"
18-92610,,CAMP BOWIE,BLVD,3000,,HALLORAN,ST,,TRUE,,10/16/2018 1:15,FALSE,FALSE,"(32.73075, -97.41066)"
18-90032,,EAST LOOP 820 SOUTH,,5700,,EASTLAND,ST,,FALSE,,10/6/2018 23:48,FALSE,FALSE,"(32.70567, -97.23231)"
18-92962,,SOUTHWEST,BLVD,100,,VICKERY,RAMP,,TRUE,,10/17/2018 8:42,FALSE,FALSE,"(32.7058, -97.43445)"
18-92735,,CLIFFORD,ST,9600,,WHITE SETTLEMENT,RD,MCDONALD'S DRIVE THROUGH LANE,FALSE,TWO-WAY STREET,10/16/2018 11:55,FALSE,TRUE,"(32.76347, -97.48246)"
18-91907,E,SEMINARY,DR,780,,TOWN CENTER SERVICE,RD,,FALSE,,10/13/2018 9:50,FALSE,FALSE,"(32.6843, -97.32377)"
180089643,,NORTHEAST LOOP 820,FWY,5200,,MARK IV,PKWY,,FALSE,,10/5/2018 16:52,FALSE,FALSE,"(32.83948, -97.31862)"
18-91923,,EAST FWY EB,,200,,RIVERSIDE IH 30 EB RAMP,,1900 EAST FWY EB,FALSE,,10/13/2018 12:27,FALSE,TRUE,"(32.74902, -97.29629)"
18-92947,W,BERRY,ST,3100,,FOREST PARK,BLVD,PRIVATE PARKING LOT,FALSE,LOCAL ROAD,10/17/2018 8:55,FALSE,FALSE,"(32.70591, -97.35255)"
18-89143,,NORTH,FWY,0,,FOSSIL CREEK,BLVD,,FALSE,,10/4/2018 5:03,FALSE,FALSE,"(32.85053, -97.31296)"
18-91912,,DALTON,ST,3605,,DALTON,ST,,FALSE,,10/13/2018 10:56,FALSE,FALSE,"(32.91038, -97.30421)"
18-92511,,OAKMONT,BLVD,6000,,OAKMONT,TRL,,TRUE,,10/15/2018 17:33,FALSE,FALSE,"(32.66294, -97.40719)"
18-92822,E,EAST LOOP 820 SOUTH,LOOP,6000,E,ROSEDALE,ST,,FALSE,,10/16/2018 17:27,FALSE,TRUE,"(32.73225, -97.22534)"
18-91743,,HWY 360,HWY,14000,,FAA,BLVD,,FALSE,,10/12/2018 17:27,FALSE,FALSE,"(0, 0)"
18-91875,,BLUE MOUND,RD,12000,,NORTHWEST,HWY,,TRUE,,10/13/2018 6:15,FALSE,FALSE,"(32.84655, -97.34311)"
18-91946,,I 35 SERVICE ROAD,RD,3000,,WESTERN CENTER,,MULTILANE SERVICE ROAD,FALSE,MULTILANE ROADWAY,10/13/2018 13:47,FALSE,TRUE,"(32.8615, -97.3153)"
18-91670,,NORTH SOUTH,FWY,100,,WEST,FWY,PUBLIC ROADWAY,FALSE,PUBLIC ROADWAY,10/12/2018 13:43,FALSE,FALSE,"(32.7631, -97.31881)"
18-91945,,EAST LOOP 820,,6000,,CRAIG,ST,,FALSE,,10/13/2018 14:30,FALSE,FALSE,"(32.76735, -97.21343)"
18-92022,,SOUTHWEST BLVD SR EB,,4300,,BRYANT IRVIN,RD,,TRUE,,10/13/2018 19:53,FALSE,FALSE,"(0, 0)"
18-91704,,MULESHOE,LN,7000,,BREKENRIDGE,DR,,FALSE,,10/12/2018 15:32,FALSE,TRUE,"(32.86588, -97.43336)"
18-91557,,NORTH SOUTH FWY SR NB,,1000,E,FWY,,,FALSE,,10/12/2018 3:20,FALSE,FALSE,"(32.75153, -97.31985)"
18-90408,E,ROSEDALE,ST,1100,,SOUTH,FWY,,FALSE,LOCAL STREET,10/8/2018 11:47,FALSE,TRUE,"(32.73314, -97.33203)"
18-91930,,IH 30,,1300,,EASTCHASE,PKWY,,FALSE,,10/13/2018 12:47,FALSE,FALSE,"(32.61817, -97.37179)"
18-92521,,CALMONT,AVE,2700,,LAS VEGAS,TRL,LOCAL ROAD,TRUE,LOCAL ROAD,10/15/2018 18:32,FALSE,FALSE,"(32.73594, -97.46517)"
18-92619,,AIRPORT,FWY,0,,SYLVANIA,AVE,,FALSE,,10/16/2018 5:15,FALSE,FALSE,"(32.76708, -97.30926)"
18-92817,,EVANS,AVE,900,,DAVIS,AVE,,TRUE,,10/16/2018 17:15,FALSE,FALSE,"(32.71951, -97.31841)"
18-91734,,STATE HWY 121,,100,,GREENWAY PARK,DR,CONCRETE,FALSE,,10/12/2018 17:05,FALSE,FALSE,"(0, 0)"
18-90158,,CLIFFORD CENTER,DR,9300,,CLIFFORD,ST,,FALSE,,10/7/2018 13:15,FALSE,TRUE,"(32.76464, -97.47908)"
18-91757,,WICHITA,ST,3201,,GRAYSON,ST,CONCRETE,TRUE,CONCRETE,10/12/2018 18:05,FALSE,TRUE,"(32.70702, -97.28)"
18-91710,,MC CART,AVE,2400,,COVERT,AVE,,TRUE,,10/12/2018 15:30,FALSE,FALSE,"(32.67159, -97.35297)"
18-91702,W,BERRY,ST,3100,,6TH,ST,,FALSE,,10/12/2018 17:29,FALSE,FALSE,"(32.70589, -97.30988)"
18-91801,N,CROWLEY CLEBURNE,RD,9200,,GARDEN SPRINGS,DR,,TRUE,,10/12/2018 22:06,FALSE,FALSE,"(32.60746, -97.38382)"
18-91761,,STATE HWY 360 NB ST HWY 183 EB,RAMP,14200,,STATE HWY 183,,,FALSE,,10/12/2018 18:40,FALSE,TRUE,"(0, 0)"
18-91648,,SUN VALLEY,DR,5400,E,LOOP 820,,,FALSE,,10/12/2018 11:45,FALSE,FALSE,"(32.67918, -97.24635)"
18-91802,,EAST LOOP 820 SOUTH SR SB,,6000,E,LANCASTER,AVE,,FALSE,,10/12/2018 21:38,FALSE,FALSE,"(32.73265, -97.22539)"
18-91767,S,HULEN,ST,4700,,BARWICK,DR,CITY STREET,TRUE,CITY STREET,10/12/2018 19:30,FALSE,TRUE,"(32.67902, -97.39432)"
18-92326,,EAST LOOP 820 SOUTH,,5300,,SUN VALLEY,DR,,FALSE,,10/15/2018 1:24,FALSE,FALSE,"(32.67726, -97.24106)"
18-91203,,BIRDS EYE,RD,9100,,PRAIRIE HEN,DR,,FALSE,,10/10/2018 18:00,FALSE,TRUE,"(32.90706, -97.33688)"
18-92757,,WESTERN CENTER,BLVD,6500,N,FREEWAY,FWY,,FALSE,,10/16/2018 14:00,FALSE,FALSE,"(32.86104, -97.31612)"
18-90837,,ALLIANCE GATEWAY,FWY,13000,,PARK VISTA,BLVD,,FALSE,,10/9/2018 16:40,FALSE,TRUE,"(32.98157, -97.25697)"
